# BUSCO version is: 5.8.2 
# The lineage dataset is: diptera_odb12 (Creation date: 2025-04-11, number of genomes: 76, number of BUSCOs: 5067)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
32293at7147	Complete	OZ038371.1	108495349	108495905	+	291.8	149
32370at7147	Complete	OZ038372.1	160793156	160793671	+	373.3	171
32472at7147	Complete	OZ038373.1	150819493	150812465	-	324.7	180
32487at7147	Complete	OZ038371.1	201753030	201793044	+	1600.4	712
32490at7147	Complete	OZ038373.1	4065196	4066547	+	743.3	371
32518at7147	Complete	OZ038371.1	131926631	131908370	-	389.7	222
32626at7147	Complete	OZ038372.1	25284717	25299395	+	2670.9	1451
32720at7147	Complete	OZ038371.1	232023751	232017739	-	753.6	351
32727at7147	Complete	OZ038374.1	26354578	26355522	+	590.2	277
32812at7147	Complete	OZ038375.1	116803793	116804327	+	275.5	143
32815at7147	Complete	OZ038374.1	81839507	81857294	+	771.7	387
32838at7147	Complete	OZ038373.1	6000903	6000407	-	277.6	145
33085at7147	Complete	OZ038372.1	42401491	42395792	-	910.3	519
33135at7147	Fragmented	OZ038375.1	109244178	109256818	+	126.2	78
33155at7147	Complete	OZ038375.1	23202528	23228188	+	396.1	199
33177at7147	Complete	OZ038375.1	110990218	110987705	-	1258.1	581
33238at7147	Complete	OZ038371.1	163851701	163852823	+	747.0	331
33296at7147	Complete	OZ038371.1	102922494	102923153	+	296.8	144
33297at7147	Complete	OZ038373.1	87810444	87788145	-	428.6	197
33333at7147	Complete	OZ038374.1	84920197	84976850	+	4093.8	2029
33410at7147	Complete	OZ038375.1	12883607	12889193	+	389.8	227
33462at7147	Complete	OZ038374.1	22167019	22167438	+	228.2	116
33480at7147	Complete	OZ038375.1	104556155	104511002	-	670.9	301
33512at7147	Complete	OZ038371.1	142271429	142270615	-	317.2	168
33545at7147	Complete	OZ038374.1	28758076	28696272	-	1171.2	569
33557at7147	Complete	OZ038374.1	8237235	8236282	-	420.2	255
33600at7147	Complete	OZ038373.1	8997173	8984495	-	2015.0	1019
33604at7147	Complete	OZ038374.1	9293558	9299726	+	310.5	196
33639at7147	Complete	OZ038371.1	133159501	133165763	+	1018.7	505
33865at7147	Complete	OZ038374.1	23926685	23937214	+	1084.9	564
33872at7147	Complete	OZ038371.1	171252940	171175288	-	1135.1	535
33932at7147	Complete	OZ038373.1	150927673	150940029	+	770.4	450
33935at7147	Complete	OZ038371.1	75725602	75806670	+	700.6	459
33961at7147	Complete	OZ038371.1	17650982	17651596	+	439.5	204
34007at7147	Complete	OZ038374.1	87947124	87923940	-	3115.6	1476
34040at7147	Complete	OZ038371.1	225547673	225537666	-	251.4	141
34084at7147	Complete	OZ038373.1	9947100	9943428	-	508.5	323
34193at7147	Complete	OZ038373.1	45991388	46045298	+	243.7	143
34225at7147	Complete	OZ038371.1	24392567	24383654	-	1621.4	953
34256at7147	Complete	OZ038371.1	137671442	137513698	-	1039.4	499
34360at7147	Complete	OZ038374.1	145666634	145663547	-	955.5	458
34395at7147	Complete	OZ038372.1	161787643	161791119	+	1857.0	959
34542at7147	Complete	OZ038371.1	127808055	127806134	-	1111.1	570
34569at7147	Complete	OZ038372.1	155039047	155028847	-	365.9	255
34697at7147	Complete	OZ038374.1	22805095	22806115	+	566.4	303
34735at7147	Complete	OZ038372.1	110935486	110936130	+	291.7	195
34764at7147	Complete	OZ038372.1	32520300	32514475	-	720.0	413
34784at7147	Duplicated	OZ038372.1	126721301	126720747	-	342.6	182
34784at7147	Duplicated	OZ038375.1	94360538	94361160	+	350.1	181
34796at7147	Complete	OZ038371.1	158396919	158405530	+	752.5	481
34900at7147	Complete	OZ038373.1	106590240	106582483	-	897.7	515
34908at7147	Complete	OZ038371.1	73349942	73231336	-	766.6	360
34946at7147	Complete	OZ038372.1	157525289	157471877	-	905.7	438
34985at7147	Complete	OZ038372.1	1821926	1823160	+	420.3	205
35057at7147	Complete	OZ038371.1	23852512	23910564	+	1360.4	695
35089at7147	Complete	OZ038375.1	19152381	19152983	+	402.4	199
35151at7147	Complete	OZ038371.1	226212090	226193371	-	2415.0	1213
35156at7147	Complete	OZ038372.1	497736	495059	-	786.0	415
35188at7147	Complete	OZ038375.1	3523564	3523994	+	246.1	119
35253at7147	Complete	OZ038375.1	95376130	95372217	-	742.1	397
35281at7147	Complete	OZ038371.1	180639713	180671609	+	1202.7	605
35393at7147	Complete	OZ038375.1	20506580	20507414	+	527.9	241
35404at7147	Complete	OZ038372.1	160390135	160389641	-	233.2	139
35501at7147	Complete	OZ038373.1	127031793	127029618	-	889.5	622
35706at7147	Missing
35727at7147	Complete	OZ038375.1	26471018	26473414	+	1333.7	714
35769at7147	Complete	OZ038374.1	20531895	20500573	-	839.4	390
35774at7147	Complete	OZ038373.1	111675094	111675944	+	486.5	232
35945at7147	Complete	OZ038371.1	111015922	111014841	-	262.0	140
36172at7147	Complete	OZ038374.1	140180149	140209268	+	1994.4	1026
36193at7147	Complete	OZ038374.1	78831198	78881652	+	753.0	395
36517at7147	Complete	OZ038371.1	41474142	41486918	+	302.4	147
36740at7147	Complete	OZ038372.1	7491254	7489170	-	1142.9	545
36758at7147	Complete	OZ038375.1	45802970	45795480	-	1619.0	932
36899at7147	Complete	OZ038372.1	10739603	10729816	-	664.1	327
36930at7147	Complete	OZ038372.1	13323193	13330569	+	2198.6	1225
37058at7147	Complete	OZ038372.1	29721732	29742940	+	1250.9	645
37084at7147	Complete	OZ038373.1	105239835	105253433	+	1384.9	763
37172at7147	Complete	OZ038373.1	144152162	144161378	+	1045.5	441
37183at7147	Complete	OZ038371.1	111057639	111151089	+	5442.3	2882
37186at7147	Complete	OZ038374.1	111751348	111753666	+	1176.4	736
37245at7147	Complete	OZ038372.1	152104567	152103610	-	458.4	263
37351at7147	Complete	OZ038375.1	57341005	57398654	+	1327.7	645
37358at7147	Complete	OZ038371.1	191442038	191440021	-	1256.5	595
37366at7147	Complete	OZ038374.1	20308875	20310194	+	610.2	353
37445at7147	Complete	OZ038373.1	10796123	10787855	-	1040.4	547
37448at7147	Complete	OZ038375.1	98340348	98347473	+	687.9	380
37496at7147	Complete	OZ038372.1	26300782	26313332	+	1098.2	527
37633at7147	Missing
37647at7147	Complete	OZ038374.1	119852240	119852590	+	249.4	115
37663at7147	Complete	OZ038374.1	25853547	25857570	+	1434.6	727
37774at7147	Complete	OZ038373.1	152485165	152491209	+	532.2	634
37808at7147	Complete	OZ038375.1	41847748	41848059	+	168.5	87
37882at7147	Complete	OZ038372.1	44276956	44284405	+	522.9	315
37895at7147	Complete	OZ038375.1	33531302	33522519	-	589.8	407
38124at7147	Complete	OZ038373.1	37218156	37221224	+	875.7	528
38132at7147	Complete	OZ038374.1	71675814	71680609	+	648.8	500
38429at7147	Complete	OZ038373.1	78790495	78839278	+	2921.5	1725
38435at7147	Complete	OZ038375.1	96878528	96849933	-	1236.1	657
38461at7147	Complete	OZ038372.1	26338462	26321481	-	2813.2	1815
38565at7147	Complete	OZ038374.1	25351967	25287449	-	943.3	440
38629at7147	Complete	OZ038373.1	25987644	26009842	+	1187.9	633
38813at7147	Complete	OZ038375.1	105544358	105543915	-	281.4	142
39130at7147	Complete	OZ038371.1	216246528	216249011	+	1352.4	707
39285at7147	Complete	OZ038371.1	41671635	41671012	-	399.6	208
39439at7147	Complete	OZ038375.1	42102074	42131081	+	770.7	419
39526at7147	Complete	OZ038375.1	20476644	20482390	+	215.2	102
39581at7147	Complete	OZ038374.1	10200282	10202179	+	428.7	275
39681at7147	Complete	OZ038372.1	43469080	43469490	+	238.9	114
39752at7147	Complete	OZ038371.1	34531574	34548126	+	691.0	468
39784at7147	Complete	OZ038372.1	26576846	26579807	+	967.4	635
39793at7147	Complete	OZ038371.1	220165739	220157078	-	654.7	447
39872at7147	Complete	OZ038372.1	5163293	5165571	+	1017.0	567
39893at7147	Complete	OZ038374.1	21409453	21408316	-	596.6	362
40115at7147	Complete	OZ038371.1	204995556	204993493	-	1070.4	668
40213at7147	Complete	OZ038371.1	132156066	132156458	+	262.3	131
40328at7147	Complete	OZ038375.1	90175447	90176333	+	584.6	270
40345at7147	Complete	OZ038371.1	189596553	189582663	-	1987.1	1076
40401at7147	Complete	OZ038375.1	99441266	99440490	-	547.0	251
40450at7147	Complete	OZ038372.1	156007967	156009721	+	778.4	514
40476at7147	Complete	OZ038372.1	152585815	152592145	+	516.9	374
40508at7147	Complete	OZ038372.1	52792109	52857765	+	1059.5	705
40528at7147	Complete	OZ038371.1	126581709	126592258	+	670.5	369
40535at7147	Complete	OZ038371.1	187996966	188004685	+	1420.7	763
40670at7147	Complete	OZ038371.1	142122114	142151573	+	1666.4	1001
40805at7147	Complete	OZ038375.1	5464013	5436062	-	991.2	637
40846at7147	Complete	OZ038371.1	114637370	114561344	-	2263.6	1887
40882at7147	Complete	OZ038374.1	125984530	125982846	-	832.1	481
40927at7147	Complete	OZ038371.1	133061059	133033755	-	2058.6	1288
40957at7147	Complete	OZ038371.1	188653764	188640479	-	1369.2	732
41434at7147	Complete	OZ038374.1	116740704	116739396	-	586.5	361
41454at7147	Complete	OZ038371.1	184986707	184992473	+	1152.6	720
41456at7147	Complete	OZ038374.1	116764396	116745324	-	471.1	272
41576at7147	Complete	OZ038372.1	29646814	29640423	-	238.0	129
41747at7147	Complete	OZ038371.1	113572085	113559366	-	291.9	234
41815at7147	Complete	OZ038375.1	89765008	89765997	+	614.4	316
41881at7147	Complete	OZ038371.1	214549505	214548684	-	474.3	305
42201at7147	Complete	OZ038371.1	168360731	168359770	-	573.6	298
42320at7147	Complete	OZ038372.1	161830510	161826561	-	435.4	368
42323at7147	Missing
42351at7147	Duplicated	OZ038373.1	11605455	11606759	+	633.1	317
42351at7147	Duplicated	OZ038372.1	159713322	159714566	+	596.7	314
42404at7147	Complete	OZ038374.1	40163810	40193353	+	658.2	386
42409at7147	Complete	OZ038373.1	4509171	4595903	+	478.9	234
42570at7147	Duplicated	OZ038371.1	37686675	37697637	+	454.1	251
42570at7147	Duplicated	OZ038371.1	37881696	37896543	+	444.0	249
42863at7147	Complete	OZ038374.1	136243372	136227086	-	396.0	274
42940at7147	Complete	OZ038375.1	116795459	116797122	+	750.1	378
42951at7147	Complete	OZ038373.1	122109566	122100292	-	570.6	299
43054at7147	Complete	OZ038376.1	23071444	23072557	+	483.3	278
43134at7147	Complete	OZ038375.1	117405268	117406850	+	911.1	419
43223at7147	Complete	OZ038374.1	27901213	27847559	-	1535.9	886
43239at7147	Complete	OZ038371.1	9816947	9820903	+	437.7	230
43269at7147	Complete	OZ038371.1	17252177	17252717	+	223.0	155
43302at7147	Complete	OZ038371.1	218368854	218362693	-	1095.5	575
43367at7147	Complete	OZ038371.1	5540590	5541323	+	235.1	213
43439at7147	Complete	OZ038372.1	139989962	140001422	+	446.7	242
43790at7147	Complete	OZ038375.1	109824223	109819753	-	656.4	476
43826at7147	Complete	OZ038371.1	23402786	23403644	+	426.0	270
43869at7147	Complete	OZ038374.1	126125028	126126248	+	376.7	346
44053at7147	Complete	OZ038371.1	3534200	3525639	-	1175.5	770
44085at7147	Complete	OZ038372.1	25322922	25323460	+	298.4	142
44134at7147	Complete	OZ038372.1	16019013	16002528	-	248.6	140
44237at7147	Complete	OZ038373.1	100250093	100250449	+	245.4	117
44265at7147	Complete	OZ038372.1	159201446	159197163	-	438.2	575
44328at7147	Complete	OZ038373.1	97659113	97637302	-	352.2	318
44395at7147	Complete	OZ038371.1	115312999	115312035	-	473.9	279
44423at7147	Complete	OZ038375.1	104787616	104787074	-	210.2	195
44463at7147	Complete	OZ038373.1	134569622	134593099	+	357.5	229
44500at7147	Complete	OZ038375.1	98339527	98337944	-	376.5	352
44563at7147	Complete	OZ038372.1	30865319	30858919	-	929.1	711
44860at7147	Complete	OZ038374.1	129244540	129239156	-	901.2	637
44889at7147	Complete	OZ038374.1	133734944	133728860	-	762.4	537
44945at7147	Complete	OZ038373.1	133691617	133650236	-	609.2	382
45005at7147	Complete	OZ038375.1	34716184	34795540	+	1113.7	596
45130at7147	Complete	OZ038371.1	165777156	165768427	-	1041.2	767
45522at7147	Complete	OZ038375.1	115745032	115746718	+	301.1	137
45557at7147	Complete	OZ038372.1	35061938	35084815	+	1449.3	800
45643at7147	Complete	OZ038372.1	90613160	90637821	+	342.9	430
45696at7147	Complete	OZ038372.1	23483446	23481751	-	602.4	391
45762at7147	Complete	OZ038372.1	152094866	152095677	+	236.4	200
45780at7147	Complete	OZ038371.1	23219646	23228002	+	453.8	526
45853at7147	Complete	OZ038372.1	39806216	39804540	-	364.6	366
45914at7147	Complete	OZ038373.1	115603564	115604895	+	752.5	389
45930at7147	Complete	OZ038371.1	187316726	187325635	+	628.8	384
46187at7147	Complete	OZ038372.1	5119151	5128353	+	1170.6	970
46281at7147	Complete	OZ038375.1	35488190	35487462	-	325.8	242
46304at7147	Complete	OZ038372.1	39968005	39983062	+	1530.2	1106
46348at7147	Complete	OZ038372.1	19639693	19628541	-	340.3	250
46493at7147	Complete	OZ038373.1	149003944	148998454	-	334.7	358
46504at7147	Missing
46512at7147	Complete	OZ038374.1	107695758	107696588	+	384.9	261
46656at7147	Complete	OZ038373.1	112715266	112716498	+	295.6	202
46696at7147	Complete	OZ038375.1	100310371	100341730	+	501.2	328
46874at7147	Complete	OZ038371.1	155466723	155459173	-	246.8	164
46907at7147	Complete	OZ038373.1	49836895	49995161	+	651.2	323
47419at7147	Complete	OZ038373.1	116541564	116527689	-	410.3	250
47598at7147	Complete	OZ038373.1	151268343	151271141	+	171.0	109
47694at7147	Complete	OZ038371.1	216823745	216831935	+	416.2	268
47737at7147	Complete	OZ038371.1	147693948	147688979	-	592.2	533
47783at7147	Complete	OZ038373.1	1751453	1730624	-	807.1	484
47837at7147	Complete	OZ038375.1	12813364	12818756	+	2219.0	1681
47852at7147	Complete	OZ038372.1	58118944	58119879	+	522.4	315
47890at7147	Complete	OZ038371.1	173590537	173599904	+	1181.5	641
48144at7147	Complete	OZ038371.1	23117422	23123669	+	498.2	659
48185at7147	Complete	OZ038372.1	44354103	44347456	-	271.1	207
48408at7147	Complete	OZ038373.1	21092903	21047350	-	789.1	852
48421at7147	Complete	OZ038375.1	117316131	117272374	-	1383.9	772
48504at7147	Complete	OZ038372.1	149625530	149627510	+	734.0	432
48836at7147	Fragmented	OZ038371.1	201447625	201436317	-	1287.3	915
48886at7147	Complete	OZ038375.1	114641458	114639832	-	329.7	290
48981at7147	Complete	OZ038373.1	12940709	12940050	-	267.6	181
49043at7147	Complete	OZ038373.1	4044060	4041440	-	474.0	383
49217at7147	Fragmented	OZ038373.1	151205513	151224285	+	293.1	193
49412at7147	Complete	OZ038371.1	88907164	88907741	+	242.7	168
49557at7147	Complete	OZ038375.1	23597358	23596113	-	458.4	269
49577at7147	Complete	OZ038373.1	101522907	101413157	-	343.0	295
49586at7147	Complete	OZ038375.1	105357950	105347559	-	394.1	234
49690at7147	Complete	OZ038374.1	26491247	26500582	+	494.0	407
49770at7147	Complete	OZ038375.1	101924436	101920297	-	381.9	263
49793at7147	Complete	OZ038373.1	63782214	63763358	-	913.9	657
49837at7147	Complete	OZ038372.1	83548210	83249479	-	651.2	444
49933at7147	Complete	OZ038374.1	9044885	9046732	+	250.8	180
50027at7147	Complete	OZ038374.1	28072894	28064992	-	468.0	812
50224at7147	Complete	OZ038371.1	213243364	213223791	-	457.2	362
50326at7147	Complete	OZ038374.1	8249457	8250452	+	281.9	346
50446at7147	Complete	OZ038373.1	142498670	142478301	-	1056.3	629
50487at7147	Complete	OZ038373.1	69505322	69508121	+	338.2	236
50577at7147	Complete	OZ038371.1	185435000	185434443	-	244.0	175
50619at7147	Missing
50868at7147	Complete	OZ038371.1	5731223	5727505	-	262.9	327
50930at7147	Complete	OZ038372.1	40768126	40707384	-	677.9	477
54528at7147	Complete	OZ038375.1	96487474	96487953	+	257.4	123
54531at7147	Complete	OZ038375.1	115684786	115685234	+	244.5	109
54533at7147	Complete	OZ038373.1	237896	236302	-	682.1	413
54542at7147	Complete	OZ038374.1	100170032	100175796	+	197.8	107
54546at7147	Complete	OZ038373.1	141229317	141244124	+	1650.2	956
54547at7147	Complete	OZ038371.1	182353224	182352235	-	623.2	311
54556at7147	Complete	OZ038375.1	50913854	50900441	-	477.0	229
54562at7147	Complete	OZ038371.1	127798801	127798287	-	329.8	144
54589at7147	Complete	OZ038372.1	159273999	159268720	-	266.3	114
54600at7147	Complete	OZ038373.1	148336643	148340954	+	952.2	478
54637at7147	Complete	OZ038371.1	227828891	227796414	-	518.3	236
54640at7147	Complete	OZ038371.1	36446651	36446281	-	228.6	103
54654at7147	Complete	OZ038371.1	203247852	203279425	+	916.0	399
54668at7147	Complete	OZ038372.1	5132467	5131806	-	353.0	162
54682at7147	Complete	OZ038375.1	12140764	12141422	+	300.7	154
54689at7147	Complete	OZ038372.1	114609056	114609611	+	173.0	130
54702at7147	Complete	OZ038373.1	26966481	26967058	+	295.0	152
54713at7147	Complete	OZ038375.1	27335505	27336166	+	338.3	142
54723at7147	Complete	OZ038375.1	31140732	31125831	-	1858.5	1183
54740at7147	Complete	OZ038375.1	16837771	16832269	-	406.1	210
54771at7147	Complete	OZ038372.1	26116817	26123364	+	619.3	307
54773at7147	Complete	OZ038372.1	114282217	114209041	-	484.7	211
54775at7147	Complete	OZ038375.1	62157408	62114443	-	731.4	401
54778at7147	Complete	OZ038372.1	94737529	94697592	-	651.0	302
54788at7147	Missing
54790at7147	Complete	OZ038372.1	8221868	8212726	-	388.1	212
54791at7147	Complete	OZ038375.1	113548658	113549898	+	709.6	357
54802at7147	Complete	OZ038371.1	17742197	17752581	+	1060.2	475
54805at7147	Complete	OZ038372.1	13716566	13713435	-	663.7	288
54821at7147	Complete	OZ038375.1	63136223	63193155	+	790.8	395
54822at7147	Complete	OZ038375.1	111617165	111594129	-	7381.5	3449
54838at7147	Complete	OZ038371.1	68182634	68214781	+	258.0	158
54842at7147	Complete	OZ038376.1	23826546	23822481	-	183.1	92
54844at7147	Complete	OZ038374.1	107921927	107923364	+	878.3	444
54856at7147	Complete	OZ038372.1	60290457	60282543	-	306.1	161
54880at7147	Complete	OZ038373.1	144121255	144118211	-	1161.9	520
54892at7147	Complete	OZ038371.1	22077540	22076640	-	505.9	277
54903at7147	Complete	OZ038374.1	120012644	120003515	-	486.6	265
54905at7147	Complete	OZ038373.1	133583708	133627059	+	1103.8	506
54916at7147	Complete	OZ038371.1	85781160	85669360	-	699.9	362
54922at7147	Complete	OZ038374.1	22015464	22014197	-	732.9	337
54933at7147	Complete	OZ038372.1	127204324	127205160	+	399.0	280
54941at7147	Complete	OZ038373.1	111660570	111646331	-	232.3	101
54965at7147	Complete	OZ038371.1	2359459	2351987	-	432.7	208
54967at7147	Complete	OZ038371.1	208928756	208928146	-	273.9	134
54971at7147	Complete	OZ038375.1	88087403	88088118	+	380.3	201
54985at7147	Complete	OZ038371.1	155443676	155444073	+	164.3	114
54994at7147	Complete	OZ038373.1	7995625	7993451	-	1257.9	603
55009at7147	Complete	OZ038371.1	150908616	150903265	-	509.7	334
55040at7147	Complete	OZ038372.1	37313838	37313498	-	206.0	93
55080at7147	Complete	OZ038371.1	165361120	165380586	+	625.0	334
55085at7147	Complete	OZ038375.1	31119299	31125416	+	430.5	230
55089at7147	Complete	OZ038371.1	214504789	214505383	+	357.1	180
55090at7147	Complete	OZ038375.1	112951777	112930076	-	266.0	125
55091at7147	Duplicated	OZ038375.1	9863643	9862554	-	604.8	277
55091at7147	Duplicated	OZ038372.1	90784151	90783105	-	594.9	277
55109at7147	Complete	OZ038374.1	145650503	145649602	-	488.2	255
55110at7147	Complete	OZ038371.1	223911679	223914821	+	438.7	202
55124at7147	Complete	OZ038372.1	51100605	51101697	+	719.5	340
55132at7147	Missing
55135at7147	Complete	OZ038373.1	106558125	106552226	-	876.3	434
55157at7147	Complete	OZ038373.1	59778926	59809265	+	657.8	508
55161at7147	Fragmented	OZ038374.1	49951891	49843016	-	148.9	174
55165at7147	Complete	OZ038374.1	119149509	119139069	-	723.9	387
55167at7147	Complete	OZ038375.1	42388326	42288510	-	613.5	401
55219at7147	Complete	OZ038371.1	46713729	46724460	+	1476.7	688
55221at7147	Complete	OZ038373.1	12956570	12956114	-	278.7	128
55224at7147	Complete	OZ038374.1	116569257	116570181	+	530.3	248
55227at7147	Complete	OZ038373.1	12942905	12944047	+	603.1	342
55241at7147	Complete	OZ038371.1	210345670	210350500	+	436.8	195
55263at7147	Complete	OZ038371.1	141722961	141758597	+	677.1	386
55277at7147	Complete	OZ038372.1	96137725	96108442	-	837.9	382
55290at7147	Complete	OZ038371.1	210461397	210489658	+	887.6	434
55332at7147	Complete	OZ038371.1	222300584	222299826	-	194.2	116
55336at7147	Complete	OZ038371.1	201550498	201549753	-	269.9	167
55348at7147	Complete	OZ038373.1	77142264	77142599	+	194.7	93
55349at7147	Complete	OZ038372.1	12554176	12553727	-	286.1	150
55366at7147	Complete	OZ038371.1	185028678	185003601	-	576.4	298
55391at7147	Complete	OZ038374.1	78908758	78925023	+	452.9	203
55399at7147	Complete	OZ038375.1	110909400	110902475	-	993.6	441
55423at7147	Complete	OZ038371.1	148345389	148345864	+	179.1	108
55434at7147	Complete	OZ038371.1	114495116	114496270	+	795.0	385
55436at7147	Complete	OZ038374.1	35989340	35915624	-	939.6	420
55441at7147	Complete	OZ038371.1	222325381	222318802	-	305.7	141
55446at7147	Complete	OZ038373.1	7890848	7894908	+	307.6	156
55471at7147	Complete	OZ038372.1	12946671	12947622	+	532.9	254
55475at7147	Complete	OZ038371.1	141680369	141678452	-	1151.1	490
55494at7147	Complete	OZ038372.1	51347235	51334534	-	632.9	369
55520at7147	Complete	OZ038373.1	15003170	15002406	-	302.1	249
